ImageId,EncodedPixels
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,185546 9 185570 2 186060 3 186065 21 186577 22 187089 23 187561 2 187590 5 187599 25 188056 22 188100 36 188565 25 188609 40 189073 29 189121 39 189581 32 189633 39 190092 33 190144 40 190602 34 190655 41 191114 32 191166 41 191625 32 191675 44 192137 31 192184 47 192649 31 192695 48 193161 30 193204 50 193673 30 193715 51 194186 30 194225 52 194700 29 194735 53 195213 86 195728 81 196244 70 196758 62 197273 49 197786 34 198301 26 198821 2 198825 5
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,132254 1 132765 7 133276 3 133785 6
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,283344 9 283856 10 284367 13 284879 14 285391 15 285903 16 286415 17 286928 17 287440 18 287953 17 288466 18 288979 19 289492 20 290005 21 290517 23 291030 24 291542 12 291556 12 292055 10 292070 10 292567 9 292583 10 293079 9 293095 10 293592 8 293607 10 294105 7 294119 11 294617 7 294630 12 295129 25 295642 24 296154 24 296666 24 297179 23 297691 22 298204 21 298717 19 299232 14 299750 4
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b,32014 3 32268 6 32524 7 32779 8 33034 9 33289 10 33545 9 33802 8 34059 7 34317 3
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b,34832 5 35085 9 35340 11 35596 11 35852 11 36107 12 36363 12 36619 12 36875 12 37132 10 37388 10 37645 7
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b,577 4 832 6 1087 8 1343 8 1599 8 1855 8 2111 8 2368 7 2625 6 2883 2
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b,14915 5 15169 8 15425 9 15681 9 15936 10 16192 10 16448 10 16705 8 16962 7 17220 3
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b,3397 4 3651 8 3906 10 4161 12 4417 12 4673 12 4929 12 5185 12 5441 11 5697 10 5954 8 6213 2
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b,64672 1 64925 8 65180 10 65436 10
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,136764 3 137269 15 137778 19 138287 27 138791 37 139301 42 139811 46 140322 49 140833 51 141344 53 141855 56 142365 59 142876 61 143387 64 143898 66 144410 67 144921 68 145433 69 145944 71 146456 71 146968 71 147480 71 147992 71 148504 71 149016 71 149528 71 150040 71 150552 71 151064 71 151576 71 152088 70 152600 70 153112 70 153625 68 154137 68 154649 67 155161 67 155674 66 156186 65 156699 64 157211 64 157723 64 158236 63 158748 63 159260 63 159773 62 160285 62 160797 61 161309 61 161822 60 162334 59 162847 58 163359 57 163872 55 164385 54 164897 53 165410 51 165923 50 166436 48 166948 48 167461 46 167973 46 168486 44 168999 42 169512 41 170025 39 170538 37 171051 35 171566 29 172082 23 172597 16 173111 11 173625 7
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,58 22 569 25 1082 24 1594 24 2106 24 2619 22 3133 20 3647 16 4162 11 4676 6
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,197726 7 198236 21 198746 34 199257 37 199768 40 200279 42 200791 43 201302 45 201814 45 202325 47 202837 47 203349 48 203861 48 204373 49 204884 51 205396 51 205908 51 206420 52 206932 52 207443 54 207955 54 208467 54 208979 54 209491 54 210003 54 210515 54 211027 54 211539 54 212050 55 212562 55 213074 55 213586 54 214099 53 214611 53 215123 54 215635 54 216147 54 216659 54 217172 53 217684 53 218197 52 218709 51 219222 50 219735 49 220247 48 220760 47 221273 46 221785 45 222298 44 222811 42 223323 42 223836 40 224349 39 224862 37 225377 34 225891 31 226405 28 226919 24 227432 20 227946 9 228460 4
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,39056 10 39558 25 40068 28 40579 30 41090 32 41602 33 42113 35 42625 35 43136 37 43648 38 44160 39 44672 41 45184 42 45696 43 46193 2 46208 44 46703 7 46720 44 47214 11 47231 46 47725 14 47743 46 48237 65 48748 66 49260 66 49772 66 50284 66 50796 66 51309 65 51821 65 52333 65 52846 64 53359 64 53871 64 54384 63 54897 62 55410 61 55923 60 56435 60 56948 59 57461 58 57974 57 58487 55 59000 54 59513 52 60027 11 60040 37 60555 33 61068 31 61581 30 62094 28 62607 27 63120 25 63633 24 64146 21 64659 19 65173 16 65686 13 66199 11 66712 8 67226 4
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,147575 5 148085 11 148596 13 149107 15 149619 16 150130 17 150642 18 151154 19 151665 20 152177 21 152689 22 153201 23 153713 23 154225 24 154738 23 155251 22 155764 20 156279 16 156795 11 157312 3
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,168060 8 168570 12 169081 14 169592 16 170104 17 170615 19 171127 20 171638 21 172150 22 172661 24 173173 24 173685 25 174196 26 174708 27 175219 28 175731 28 176243 28 176754 29 177265 30 177777 30 178289 30 178801 30 179313 30 179825 30 180337 30 180849 29 181361 29 181873 29 182385 29 182897 29 183410 28 183922 28 184434 28 184946 27 185459 26 185971 26 186483 26 186996 25 187508 24 188021 22 188534 20 189046 19 189559 17 190072 14 190585 11 191099 7 191613 2
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,18617 3 19127 8 19639 10 20150 11 20662 13 21173 14 21685 15 22196 17 22707 18 23217 21 23729 21 24240 23 24752 24 25264 24 25776 25 26288 25 26800 26 27313 25 27825 25 28338 24 28851 24 29364 23 29877 23 30390 24 30904 23 31416 25 31929 25 32441 26 32953 27 33465 28 33978 28 34489 30 35001 31 35513 31 36025 32 36537 33 37049 33 37561 34 38073 35 38585 35 39097 36 39609 36 40122 36 40634 36 41146 36 41659 36 42171 36 42683 36 43195 36 43708 35 44220 35 44732 35 45245 34 45757 34 46269 34 46782 33 47294 33 47807 32 48319 32 48832 31 49345 30 49857 30 50370 29 50883 28 51396 26 51909 25 52422 24 52936 21 53449 19 53963 16 54478 12 54994 6
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,172285 11 172794 18 173304 22 173815 25 174326 28 174837 30 175349 31 175860 33 176371 34 176883 35 177395 36 177906 37 178418 37 178930 37 179442 37 179954 37 180467 36 180979 36 181491 36 182003 36 182515 36 183028 34 183541 33 184053 32 184566 31 185079 30 185592 28 186105 26 186618 24 187132 19 187646 15 188163 4
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,257935 5 258445 8 258955 12 259454 6 259466 14 259965 10 259976 17 260476 29 260987 31 261498 32 262009 33 262521 34 263033 34 263544 36 264056 37 264568 37 265079 39 265591 40 266103 41 266614 42 267126 43 267637 44 268149 44 268661 44 269172 45 269684 45 270196 45 270707 46 271219 46 271731 46 272243 45 272755 45 273267 45 273779 44 274292 42 274804 41 275316 40 275829 38 276341 37 276854 35 277367 33 277881 29 278395 25 278911 20 279426 15 279947 4
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,130972 2 131483 4 131995 5 132507 7 133018 9 133530 9 134042 10 134553 11 135065 12 135575 14 136062 39 136574 39 137086 39 137598 39 138111 38 138623 38 139136 37 139649 36 140162 35 140675 33 141188 32 141701 31 142216 27 142731 23 143245 20
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,151486 13 151996 16 152506 21 153017 23 153528 25 154039 27 154550 28 155061 30 155573 30 156085 31 156596 32 157108 32 157620 32 158132 33 158644 33 159155 34 159667 34 160178 35 160661 6 160689 36 161172 10 161199 38 161683 12 161710 38 162195 14 162221 39 162706 16 162732 40 163218 17 163243 40 163730 18 163754 40 164241 20 164265 41 164753 21 164776 41 165265 22 165288 40 165777 63 166289 63 166801 63 167313 63 167826 63 168338 63 168851 62 169364 61 169877 61 170390 60 170904 58 171416 58 171928 59 172440 59 172953 57 173465 57 173977 57 174489 57 175002 56 175514 55 176026 55 176538 55 177050 55 177562 55 178074 54 178587 19 178610 29 179099 19 179124 27 179611 19 179638 23 180123 20 180152 20 180635 21 180668 14 181148 20 181183 8 181660 20 182173 20 182685 20 183197 20 183710 19 184222 19 184735 18 185247 18 185760 17 186274 14 186787 12 187302 7
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,16814 14 17322 23 17832 27 18341 32 18852 34 19362 37 19872 39 20383 41 20894 42 21405 44 21917 44 22428 45 22940 45 23452 45 23964 45 24476 46 24988 46 25500 46 26012 45 26524 45 27037 44 27549 44 28062 43 28576 41 29089 40 29601 39 30114 38 30626 37 31139 36 31651 35 32164 33 32676 32 33189 30 33701 29 34213 29 34726 27 35238 27 35750 26 36263 24 36775 24 37288 22 37801 20 38314 16 38828 11 39342 7
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,133048 6 133557 12 134068 15 134579 17 135089 20 135601 21 136112 23 136623 24 137135 25 137647 25 138158 27 138670 27 139182 27 139693 29 140205 29 140717 29 141229 29 141741 29 142253 29 142765 29 143277 29 143790 27 144302 27 144815 25 145328 23 145841 21 146354 17 146867 14 147381 8
ade080c6618cbbb0a25680cf847f312b5e19b22bfe1cafec0436987ebe5b1e7e,326099 9 326611 21 327130 23 327648 27 328167 29 328686 30 329206 31 329725 33 330244 34 330764 34 331283 36 331803 36 332322 37 332842 37 333362 37 333882 38 334402 38 334922 38 335442 38 335962 38 336482 39 337003 38 337523 39 338044 40 338564 45 339085 48 339605 51 340125 52 340644 54 341164 55 341684 55 342203 57 342722 58 343242 58 343761 60 344281 60 344800 61 345320 60 345840 60 346360 60 346879 61 347399 61 347919 61 348439 61 348959 61 349480 59 350000 59 350520 58 351040 58 351560 58 352081 56 352601 56 353122 54 353642 54 354162 33 354198 18 354683 32 354718 17 355204 31 355239 15 355724 32 355758 15 356245 32 356278 14 356766 46 357287 30 357318 12 357809 28 357842 6 358330 26 358363 3 358851 24 359377 16 359904 8
ade080c6618cbbb0a25680cf847f312b5e19b22bfe1cafec0436987ebe5b1e7e,274132 12 274648 21 275165 27 275681 35 276199 38 276718 41 277235 45 277753 48 278271 51 278789 54 279308 55 279827 57 280346 59 280865 60 281384 61 281903 62 282422 63 282941 65 283460 66 283980 66 284499 67 285019 67 285538 68 286058 68 286578 67 287097 68 287617 68 288137 68 288656 68 289176 68 289696 67 290215 68 290735 67 291255 38 291315 5 291774 37 292294 36 292814 33 293334 32 293853 31 294373 29 294893 29 295413 28 295933 27 296453 26 296974 25 297494 24 298014 24 298534 23 299054 23 299575 21 300095 20 300616 19 301137 17 301658 15 302179 13 302703 4
ade080c6618cbbb0a25680cf847f312b5e19b22bfe1cafec0436987ebe5b1e7e,170113 6 170629 13 171146 19 171665 22 172183 26 172702 29 173221 31 173740 34 174259 37 174778 38 175298 39 175817 40 176337 41 176856 42 177376 43 177896 43 178416 43 178936 44 179456 44 179976 44 180496 44 181016 44 181536 44 182056 43 182576 43 183096 43 183616 43 184136 43 184656 42 185177 41 185697 41 186217 40 186738 39 187258 38 187779 36 188300 35 188821 33 189342 31 189864 28 190385 26 190907 23 191428 21 191950 18 192471 14 192992 12 193514 7
ade080c6618cbbb0a25680cf847f312b5e19b22bfe1cafec0436987ebe5b1e7e,72887 10 73401 21 73918 26 74437 28 74955 31 75474 33 75993 35 76512 36 77032 37 77551 38 78070 39 78590 39 79109 39 79629 39 80148 39 80668 39 81188 38 81707 39 82227 38 82747 38 83267 37 83787 37 84307 36 84827 36 85347 36 85868 34 86388 34 86908 33 87429 31 87950 29 88470 28 88991 25 89512 22 90033 19 90555 14 91077 10 91601 3
ade080c6618cbbb0a25680cf847f312b5e19b22bfe1cafec0436987ebe5b1e7e,80722 8 80744 15 81240 14 81261 21 81292 9 81759 66 82277 70 82797 72 83316 74 83835 77 84355 77 84874 79 85394 80 85913 81 86433 81 86952 83 87471 84 87991 84 88510 86 89029 87 89549 87 90068 88 90588 88 91107 89 91626 90 92145 90 92664 91 93183 91 93701 51 93759 35 94221 50 94280 34 94741 37 94784 1 94801 32 95260 34 95323 29 95780 31 95844 27 96300 28 96366 23 96820 27 96888 20 97340 27 97410 16 97860 26 97936 1 98381 25 98901 24 99422 22 99943 20 100466 14 100987 11
ade080c6618cbbb0a25680cf847f312b5e19b22bfe1cafec0436987ebe5b1e7e,275791 18 276303 29 276821 33 277339 37 277858 39 278377 41 278896 43 279415 45 279934 46 280453 48 280972 49 281492 49 282011 50 282531 50 283050 50 283570 50 284090 49 284610 48 285129 48 285649 47 286169 46 286689 46 287209 45 287729 45 288250 44 288770 44 289290 44 289810 44 290331 43 290852 43 291372 44 291893 43 292414 43 292936 41 293457 40 293978 39 294499 39 295020 38 295542 35 296063 34 296584 32 297106 29 297627 27 298149 24 298671 20 299192 18 299719 4
ade080c6618cbbb0a25680cf847f312b5e19b22bfe1cafec0436987ebe5b1e7e,355376 7 355894 12 356412 18 356930 21 357444 30 357962 33 358481 36 359000 38 359519 40 360039 40 360559 40 361079 40 361601 37
ade080c6618cbbb0a25680cf847f312b5e19b22bfe1cafec0436987ebe5b1e7e,281580 3 282097 12 282615 17 283134 20 283653 22 284172 25 284672 8 284691 27 285191 12 285210 29 285710 16 285729 32 286230 51 286749 53 287269 54 287788 56 288308 57 288827 59 289347 59 289867 60 290386 62 290906 62 291425 64 291944 65 292464 66 292983 67 293502 68 294021 70 294540 71 295060 72 295580 72 296100 72 296621 71 297141 71 297662 70 298182 69 298703 68 299223 68 299744 66 300264 66 300785 64 301306 63 301827 60 302348 57 302869 32 302913 5 303389 31 303910 30 304432 27 304953 26 305475 23 305996 21 306518 18 307043 8
ade080c6618cbbb0a25680cf847f312b5e19b22bfe1cafec0436987ebe5b1e7e,26329 8 26846 17 27363 22 27882 23 28388 7 28397 29 28903 44 29418 49 29930 57 30448 59 30965 62 31483 65 32001 67 32519 68 33037 70 33555 72 34074 72 34593 73 35112 72 35631 71 36150 71 36669 69 37189 65 37708 64 38227 61 38740 1 38743 61 39258 65 39776 65 40295 64 40815 63 41334 62 41854 61 42373 61 42893 60 43413 59 43933 59 44453 58 44973 58 45494 56 46014 55 46535 53 47056 51 47576 50 48098 46 48619 43 49140 41 49666 29 50191 20
ade080c6618cbbb0a25680cf847f312b5e19b22bfe1cafec0436987ebe5b1e7e,322692 9 323207 18 323724 25 324242 30 324761 33 325280 36 325799 39 326318 41 326837 45 327357 46 327876 49 328396 50 328915 53 329434 55 329954 56 330473 58 330993 59 331513 60 332032 62 332552 62 333072 63 333592 63 334111 65 334631 65 335151 65 335671 66 336191 66 336711 66 337231 66 337752 65 338272 65 338792 65 339313 64 339833 64 340354 63 340874 62 341395 61 341916 59 342437 58 342957 57 343478 55 343999 53 344521 50 345042 48 345564 44 346086 41 346609 36 347131 32 347654 27 348183 12 348705 8
ade080c6618cbbb0a25680cf847f312b5e19b22bfe1cafec0436987ebe5b1e7e,231809 3 231814 7 232316 30 232833 34 233351 37 233870 39 234389 41 234908 43 235427 44 235945 46 236461 50 236979 53 237497 55 238016 56 238536 56 239055 57 239574 58 240094 58 240614 58 241133 58 241653 58 242173 58 242693 57 243213 57 243733 57 244253 56 244773 55 245293 55 245813 54 246334 53 246854 52 247375 51 247895 50 248415 50 248936 48 249457 47 249977 46 250498 45 251019 43 251540 41 252062 37 252583 35 253106 30 253631 21 254154 9
ade080c6618cbbb0a25680cf847f312b5e19b22bfe1cafec0436987ebe5b1e7e,191749 4 192269 6 192788 8 193307 9 193827 10 194346 11 194866 11 195386 11 195905 13 196426 11 196946 11 197467 9 197987 8 198509 4
ade080c6618cbbb0a25680cf847f312b5e19b22bfe1cafec0436987ebe5b1e7e,30565 13 31083 19 31601 24 32121 25 32640 31 33159 35 33679 37 34199 38 34719 39 35239 40 35759 41 36279 41 36799 42 37320 41 37840 41 38360 41 38880 41 39400 42 39920 42 40440 42 40959 43 41479 43 41999 43 42518 44 43037 45 43557 45 44076 45 44595 46 45114 46 45632 48 46151 48 46670 48 47189 48 47709 47 48228 46 48747 45 49267 44 49787 42 50306 41 50827 38 51347 35 51867 32 52387 30 52907 27 53428 24 53949 18 54471 11
